Dataset, K, Total time, Diversity, Alpha,,
scp52.txt,9,881,0.068237354,1,,0.068237354
scp52.txt,10,881,0.067298468,1,,0.067298468
scp52.txt,11,883,0.066130054,1,,0.066130054
scp52.txt,12,881,0.065593374,1,,0.065593374
scp52.txt,13,891,0.067055639,1,,0.067055639
scp52.txt,14,888,0.067020415,1,,0.067020415
scp52.txt,15,892,0.066470806,1,,0.066470806
scp52.txt,16,890,0.065747466,1,,0.065747466
scp52.txt,17,903,0.065310619,1,,0.065310619
scp52.txt,18,906,0.064735143,1,,0.064735143
scp52.txt,19,906,0.064355875,1,,0.064355875
scp52.txt,20,924,0.063819772,1,,0.063819772
scp52.txt,5,878,0.076698248,2,,0.076698248
scp52.txt,6,864,0.07742044,2,,0.07742044
scp52.txt,7,865,0.057058044,2,,0.057058044
scp52.txt,8,867,0.05618091,2,,0.05618091
scp52.txt,9,879,0.055153405,2,,0.055153405
scp52.txt,10,899,0.054527481,2,,0.054527481
scp52.txt,11,893,0.053748538,2,,0.053748538
scp52.txt,12,878,0.053390752,2,,0.053390752
scp52.txt,13,891,0.054365595,2,,0.054365595
scp52.txt,14,899,0.054342113,2,,0.054342113
scp52.txt,15,897,0.053975706,2,,0.053975706
scp52.txt,16,901,0.05349348,2,,0.05349348
scp52.txt,17,908,0.053202248,2,,0.053202248
scp52.txt,18,901,0.052818598,2,,0.052818598
scp52.txt,19,907,0.052565752,2,,0.052565752
scp52.txt,20,960,0.052208351,2,,0.052208351
scp52.txt,5,880,0.071809401,3,,0.071809401
scp52.txt,6,865,0.072351044,3,,0.072351044
scp52.txt,7,875,0.05003991,3,,0.05003991
scp52.txt,8,876,0.049382059,3,,0.049382059
scp52.txt,9,881,0.04861143,3,,0.04861143
scp52.txt,10,875,0.048141988,3,,0.048141988
scp52.txt,11,874,0.047557781,3,,0.047557781
scp52.txt,12,879,0.047289441,3,,0.047289441
scp52.txt,13,881,0.048020573,3,,0.048020573
scp52.txt,14,898,0.048002961,3,,0.048002961
scp52.txt,15,893,0.047728157,3,,0.047728157
scp52.txt,16,893,0.047366487,3,,0.047366487
scp52.txt,17,898,0.047148063,3,,0.047148063
scp52.txt,18,904,0.046860325,3,,0.046860325
scp52.txt,19,908,0.046670691,3,,0.046670691
scp52.txt,20,916,0.04640264,3,,0.04640264
scp52.txt,5,860,0.068876092,4,,0.068876092
scp52.txt,6,870,0.069309407,4,,0.069309407
scp52.txt,7,869,0.045829029,4,,0.045829029
scp52.txt,8,867,0.045302749,4,,0.045302749
scp52.txt,9,875,0.044686246,4,,0.044686246
scp52.txt,10,885,0.044310692,4,,0.044310692
scp52.txt,11,886,0.043843326,4,,0.043843326
scp52.txt,12,883,0.043628654,4,,0.043628654
scp52.txt,13,880,0.04421356,4,,0.04421356
scp52.txt,14,882,0.04419947,4,,0.04419947
scp52.txt,15,886,0.043979627,4,,0.043979627
scp52.txt,16,892,0.043690291,4,,0.043690291
scp52.txt,17,903,0.043515552,4,,0.043515552
scp52.txt,18,912,0.043285362,4,,0.043285362
scp52.txt,19,912,0.043133654,4,,0.043133654
scp52.txt,20,917,0.042919213,4,,0.042919213
scp52.txt,5,874,0.066920553,5,,0.066920553
scp52.txt,6,863,0.067281648,5,,0.067281648
scp52.txt,7,878,0.043021776,5,,0.043021776
scp52.txt,8,865,0.042583208,5,,0.042583208
scp52.txt,9,886,0.042069456,5,,0.042069456
scp52.txt,10,877,0.041756494,5,,0.041756494
scp52.txt,11,891,0.041367023,5,,0.041367023
scp52.txt,12,878,0.04118813,5,,0.04118813
scp52.txt,13,890,0.041675551,5,,0.041675551
scp52.txt,14,896,0.04166381,5,,0.04166381
scp52.txt,15,888,0.041480607,5,,0.041480607
scp52.txt,16,899,0.041239494,5,,0.041239494
scp52.txt,17,907,0.041093878,5,,0.041093878
scp52.txt,18,910,0.040902053,5,,0.040902053
scp52.txt,19,910,0.04077563,5,,0.04077563
scp52.txt,20,917,0.040596929,5,,0.040596929
scp52.txt,5,862,0.065523739,6,,0.065523739
scp52.txt,6,869,0.06583325,6,,0.06583325
scp52.txt,7,872,0.041016595,6,,0.041016595
scp52.txt,8,874,0.04064068,6,,0.04064068
scp52.txt,9,880,0.040200321,6,,0.040200321
scp52.txt,10,875,0.039932068,6,,0.039932068
scp52.txt,11,876,0.039598235,6,,0.039598235
scp52.txt,12,875,0.039444898,6,,0.039444898
scp52.txt,13,876,0.039862688,6,,0.039862688
scp52.txt,14,885,0.039852624,6,,0.039852624
scp52.txt,15,888,0.039695593,6,,0.039695593
scp52.txt,16,901,0.039488924,6,,0.039488924
scp52.txt,17,905,0.039364111,6,,0.039364111
scp52.txt,18,907,0.039199689,6,,0.039199689
scp52.txt,19,911,0.039091327,6,,0.039091327
scp52.txt,20,921,0.038938154,6,,0.038938154
scp52.txt,5,889,0.064476129,7,,0.064476129
scp52.txt,6,868,0.064746951,7,,0.064746951
scp52.txt,7,874,0.039512709,7,,0.039512709
scp52.txt,8,874,0.039183783,7,,0.039183783
scp52.txt,9,878,0.038798469,7,,0.038798469
scp52.txt,10,867,0.038563748,7,,0.038563748
scp52.txt,11,885,0.038271644,7,,0.038271644
scp52.txt,12,883,0.038137474,7,,0.038137474
scp52.txt,13,885,0.03850304,7,,0.03850304
scp52.txt,14,890,0.038494234,7,,0.038494234
scp52.txt,15,897,0.038356832,7,,0.038356832
scp52.txt,16,892,0.038175997,7,,0.038175997
scp52.txt,17,915,0.038066785,7,,0.038066785
scp52.txt,18,904,0.037922916,7,,0.037922916
scp52.txt,19,914,0.037828099,7,,0.037828099
scp52.txt,20,924,0.037694074,7,,0.037694074
scp52.txt,5,869,0.063661321,8,,0.063661321
scp52.txt,6,871,0.063902051,8,,0.063902051
scp52.txt,7,868,0.03834302,8,,0.03834302
scp52.txt,8,866,0.038050641,8,,0.038050641
scp52.txt,9,868,0.03770814,8,,0.03770814
scp52.txt,10,875,0.037499499,8,,0.037499499
scp52.txt,11,869,0.037239851,8,,0.037239851
scp52.txt,12,879,0.037120589,8,,0.037120589
scp52.txt,13,885,0.037445536,8,,0.037445536
scp52.txt,14,890,0.037437709,8,,0.037437709
scp52.txt,15,895,0.037315574,8,,0.037315574
scp52.txt,16,900,0.037154831,8,,0.037154831
scp52.txt,17,911,0.037057754,8,,0.037057754
scp52.txt,18,909,0.036929871,8,,0.036929871
scp52.txt,19,923,0.036845589,8,,0.036845589
scp52.txt,20,922,0.036726455,8,,0.036726455
scp52.txt,5,862,0.063009475,9,,0.063009475
scp52.txt,6,862,0.063226132,9,,0.063226132
scp52.txt,7,866,0.037407268,9,,0.037407268
scp52.txt,8,875,0.037144128,9,,0.037144128
scp52.txt,9,873,0.036835877,9,,0.036835877
scp52.txt,10,876,0.036648099,9,,0.036648099
scp52.txt,11,887,0.036414417,9,,0.036414417
scp52.txt,12,887,0.036307081,9,,0.036307081
scp52.txt,13,889,0.036599534,9,,0.036599534
scp52.txt,14,896,0.036592489,9,,0.036592489
scp52.txt,15,897,0.036482567,9,,0.036482567
scp52.txt,16,897,0.036337899,9,,0.036337899
scp52.txt,17,910,0.03625053,9,,0.03625053
scp52.txt,18,903,0.036135434,9,,0.036135434
scp52.txt,19,919,0.036059581,9,,0.036059581
scp52.txt,20,925,0.03595236,9,,0.03595236
scp52.txt,5,868,0.062476146,10,,0.062476146
scp52.txt,6,876,0.062673107,10,,0.062673107
scp52.txt,7,875,0.036641654,10,,0.036641654
scp52.txt,8,875,0.036402435,10,,0.036402435
scp52.txt,9,869,0.036122207,10,,0.036122207
scp52.txt,10,903,0.0359515,10,,0.0359515
scp52.txt,11,875,0.035739061,10,,0.035739061
scp52.txt,12,889,0.035641483,10,,0.035641483
scp52.txt,13,882,0.035907349,10,,0.035907349
scp52.txt,14,889,0.035900945,10,,0.035900945
scp52.txt,15,885,0.035801016,10,,0.035801016
scp52.txt,16,898,0.0356695,10,,0.0356695
scp52.txt,17,905,0.035590073,10,,0.035590073
scp52.txt,18,902,0.035485441,10,,0.035485441
scp52.txt,19,915,0.035416483,10,,0.035416483
scp52.txt,20,922,0.03531901,10,,0.03531901
scp53.txt,5,745,0.102898663,0.1,,0.102898663
scp53.txt,6,746,0.101997945,0.1,,0.101997945
scp53.txt,7,746,0.103083744,0.1,,0.103083744
scp53.txt,8,748,0.104455102,0.1,,0.104455102
scp53.txt,9,748,0.102275696,0.1,,0.102275696
scp53.txt,10,754,0.101390184,0.1,,0.101390184
scp53.txt,11,751,0.099921009,0.1,,0.099921009
scp53.txt,12,754,0.099282235,0.1,,0.099282235
scp53.txt,13,762,0.100284697,0.1,,0.100284697
scp53.txt,14,765,0.101308782,0.1,,0.101308782
scp53.txt,15,774,0.102077289,0.1,,0.102077289
scp53.txt,16,773,0.102877441,0.1,,0.102877441
scp53.txt,17,773,0.101909245,0.1,,0.101909245
scp53.txt,18,787,0.101304522,0.1,,0.101304522
scp53.txt,19,798,0.103046453,0.1,,0.103046453
scp53.txt,20,799,0.104606521,0.1,,0.104606521
scp53.txt,5,745,0.096849027,0.2,,0.096849027
scp53.txt,6,756,0.096023369,0.2,,0.096023369
scp53.txt,7,746,0.097018685,0.2,,0.097018685
scp53.txt,8,756,0.098275763,0.2,,0.098275763
scp53.txt,9,753,0.096277974,0.2,,0.096277974
scp53.txt,10,749,0.095466254,0.2,,0.095466254
scp53.txt,11,757,0.09411951,0.2,,0.09411951
scp53.txt,12,757,0.093533968,0.2,,0.093533968
scp53.txt,13,761,0.094452892,0.2,,0.094452892
scp53.txt,14,778,0.095391636,0.2,,0.095391636
scp53.txt,15,773,0.0960961,0.2,,0.0960961
scp53.txt,16,769,0.096829574,0.2,,0.096829574
scp53.txt,17,780,0.095942061,0.2,,0.095942061
scp53.txt,18,779,0.095387731,0.2,,0.095387731
scp53.txt,19,790,0.096984501,0.2,,0.096984501
scp53.txt,20,794,0.098414564,0.2,,0.098414564
scp53.txt,5,761,0.091730104,0.3,,0.091730104
scp53.txt,6,753,0.090967958,0.3,,0.090967958
scp53.txt,7,745,0.091886711,0.3,,0.091886711
scp53.txt,8,746,0.093047091,0.3,,0.093047091
scp53.txt,9,756,0.091202978,0.3,,0.091202978
scp53.txt,10,753,0.090453699,0.3,,0.090453699
scp53.txt,11,762,0.08921055,0.3,,0.08921055
scp53.txt,12,762,0.088670049,0.3,,0.088670049
scp53.txt,13,772,0.089518287,0.3,,0.089518287
scp53.txt,14,785,0.09038482,0.3,,0.09038482
scp53.txt,15,777,0.091035095,0.3,,0.091035095
scp53.txt,16,782,0.091712147,0.3,,0.091712147
scp53.txt,17,784,0.090892904,0.3,,0.090892904
scp53.txt,18,784,0.090381216,0.3,,0.090381216
scp53.txt,19,795,0.091855157,0.3,,0.091855157
scp53.txt,20,797,0.093175215,0.3,,0.093175215
scp53.txt,5,755,0.087342456,0.4,,0.087342456
scp53.txt,6,755,0.086634749,0.4,,0.086634749
scp53.txt,7,773,0.087487877,0.4,,0.087487877
scp53.txt,8,756,0.088565372,0.4,,0.088565372
scp53.txt,9,757,0.086852982,0.4,,0.086852982
scp53.txt,10,756,0.086157222,0.4,,0.086157222
scp53.txt,11,772,0.08500287,0.4,,0.08500287
scp53.txt,12,766,0.084500977,0.4,,0.084500977
scp53.txt,13,773,0.085288626,0.4,,0.085288626
scp53.txt,14,770,0.086093264,0.4,,0.086093264
scp53.txt,15,775,0.08669709,0.4,,0.08669709
scp53.txt,16,781,0.087325782,0.4,,0.087325782
scp53.txt,17,787,0.086565056,0.4,,0.086565056
scp53.txt,18,786,0.086089917,0.4,,0.086089917
scp53.txt,19,797,0.087458577,0.4,,0.087458577
scp53.txt,20,794,0.088684345,0.4,,0.088684345
scp53.txt,5,747,0.083539828,0.5,,0.083539828
scp53.txt,6,752,0.082879301,0.5,,0.082879301
scp53.txt,7,755,0.083675554,0.5,,0.083675554
scp53.txt,8,748,0.084681216,0.5,,0.084681216
scp53.txt,9,767,0.083082985,0.5,,0.083082985
scp53.txt,10,762,0.082433609,0.5,,0.082433609
scp53.txt,11,776,0.081356214,0.5,,0.081356214
scp53.txt,12,774,0.08088778,0.5,,0.08088778
scp53.txt,13,769,0.081622919,0.5,,0.081622919
scp53.txt,14,770,0.082373915,0.5,,0.082373915
scp53.txt,15,776,0.082937486,0.5,,0.082937486
scp53.txt,16,771,0.083524265,0.5,,0.083524265
scp53.txt,17,781,0.082814255,0.5,,0.082814255
scp53.txt,18,787,0.082370791,0.5,,0.082370791
scp53.txt,19,793,0.083648207,0.5,,0.083648207
scp53.txt,20,799,0.084792257,0.5,,0.084792257
scp53.txt,5,740,0.080212528,0.6,,0.080212528
scp53.txt,6,747,0.079593284,0.6,,0.079593284
scp53.txt,7,755,0.080339771,0.6,,0.080339771
scp53.txt,8,761,0.08128258,0.6,,0.08128258
scp53.txt,9,761,0.079784238,0.6,,0.079784238
scp53.txt,10,759,0.079175448,0.6,,0.079175448
scp53.txt,11,762,0.07816539,0.6,,0.07816539
scp53.txt,12,760,0.077726233,0.6,,0.077726233
scp53.txt,13,769,0.078415426,0.6,,0.078415426
scp53.txt,14,773,0.079119485,0.6,,0.079119485
scp53.txt,15,781,0.079647833,0.6,,0.079647833
scp53.txt,16,782,0.080197938,0.6,,0.080197938
scp53.txt,17,785,0.079532303,0.6,,0.079532303
scp53.txt,18,789,0.079116556,0.6,,0.079116556
scp53.txt,19,792,0.080314134,0.6,,0.080314134
scp53.txt,20,802,0.08138668,0.6,,0.08138668
scp53.txt,5,744,0.077276675,0.7,,0.077276675
scp53.txt,6,761,0.076693858,0.7,,0.076693858
scp53.txt,7,760,0.077396434,0.7,,0.077396434
scp53.txt,8,750,0.078283783,0.7,,0.078283783
scp53.txt,9,751,0.076873579,0.7,,0.076873579
scp53.txt,10,753,0.0763006,0.7,,0.0763006
scp53.txt,11,758,0.075349957,0.7,,0.075349957
scp53.txt,12,764,0.074936633,0.7,,0.074936633
scp53.txt,13,761,0.075585285,0.7,,0.075585285
scp53.txt,14,772,0.076247928,0.7,,0.076247928
scp53.txt,15,776,0.076745197,0.7,,0.076745197
scp53.txt,16,787,0.077262943,0.7,,0.077262943
scp53.txt,17,777,0.076636464,0.7,,0.076636464
scp53.txt,18,786,0.076245172,0.7,,0.076245172
scp53.txt,19,791,0.077372304,0.7,,0.077372304
scp53.txt,20,812,0.07838176,0.7,,0.07838176
scp53.txt,5,757,0.074667028,0.8,,0.074667028
scp53.txt,6,745,0.074116589,0.8,,0.074116589
scp53.txt,7,762,0.074780133,0.8,,0.074780133
scp53.txt,8,755,0.075618185,0.8,,0.075618185
scp53.txt,9,750,0.074286326,0.8,,0.074286326
scp53.txt,10,762,0.07374518,0.8,,0.07374518
scp53.txt,11,752,0.07284735,0.8,,0.07284735
scp53.txt,12,764,0.072456989,0.8,,0.072456989
scp53.txt,13,772,0.073069605,0.8,,0.073069605
scp53.txt,14,772,0.073695434,0.8,,0.073695434
scp53.txt,15,776,0.074165077,0.8,,0.074165077
scp53.txt,16,773,0.074654059,0.8,,0.074654059
scp53.txt,17,786,0.074062384,0.8,,0.074062384
scp53.txt,18,782,0.073692831,0.8,,0.073692831
scp53.txt,19,790,0.074757344,0.8,,0.074757344
scp53.txt,20,800,0.075710719,0.8,,0.075710719
scp53.txt,5,746,0.072332081,0.9,,0.072332081
scp53.txt,6,752,0.071810613,0.9,,0.071810613
scp53.txt,7,749,0.072439233,0.9,,0.072439233
scp53.txt,8,749,0.073233177,0.9,,0.073233177
scp53.txt,9,748,0.071971416,0.9,,0.071971416
scp53.txt,10,759,0.071458751,0.9,,0.071458751
scp53.txt,11,771,0.070608176,0.9,,0.070608176
scp53.txt,12,764,0.070238359,0.9,,0.070238359
scp53.txt,13,769,0.070818732,0.9,,0.070818732
scp53.txt,14,774,0.071411623,0.9,,0.071411623
scp53.txt,15,769,0.071856548,0.9,,0.071856548
scp53.txt,16,780,0.072319794,0.9,,0.072319794
scp53.txt,17,779,0.07175926,0.9,,0.07175926
scp53.txt,18,781,0.071409157,0.9,,0.071409157
scp53.txt,19,793,0.072417644,0.9,,0.072417644
scp53.txt,20,795,0.073320841,0.9,,0.073320841
scp53.txt,5,750,0.070230628,1,,0.070230628
scp53.txt,6,747,0.069735234,1,,0.069735234
scp53.txt,7,742,0.070332423,1,,0.070332423
scp53.txt,8,762,0.07108667,1,,0.07108667
scp53.txt,9,754,0.069887997,1,,0.069887997
scp53.txt,10,762,0.069400965,1,,0.069400965
scp53.txt,11,760,0.068592918,1,,0.068592918
scp53.txt,12,765,0.068241593,1,,0.068241593
scp53.txt,13,770,0.068792947,1,,0.068792947
scp53.txt,14,785,0.069356194,1,,0.069356194
scp53.txt,15,771,0.069778872,1,,0.069778872
scp53.txt,16,773,0.070218956,1,,0.070218956
scp53.txt,17,781,0.069686449,1,,0.069686449
scp53.txt,18,786,0.069353851,1,,0.069353851
scp53.txt,19,786,0.070311913,1,,0.070311913
scp53.txt,20,800,0.07116995,1,,0.07116995
scp53.txt,5,746,0.056921429,2,,0.056921429
scp53.txt,6,743,0.056591166,2,,0.056591166
scp53.txt,7,753,0.056989292,2,,0.056989292
scp53.txt,8,749,0.057492123,2,,0.057492123
scp53.txt,9,756,0.056693008,2,,0.056693008
scp53.txt,10,759,0.05636832,2,,0.05636832
scp53.txt,11,753,0.055829622,2,,0.055829622
scp53.txt,12,761,0.055595405,2,,0.055595405
scp53.txt,13,763,0.055962975,2,,0.055962975
scp53.txt,14,780,0.056338473,2,,0.056338473
scp53.txt,15,771,0.056620258,2,,0.056620258
scp53.txt,16,774,0.056913648,2,,0.056913648
scp53.txt,17,780,0.056558642,2,,0.056558642
scp53.txt,18,789,0.056336911,2,,0.056336911
scp53.txt,19,795,0.056975619,2,,0.056975619
scp53.txt,20,796,0.057547644,2,,0.057547644
scp53.txt,5,749,0.050266829,3,,0.050266829
scp53.txt,6,741,0.050019132,3,,0.050019132
scp53.txt,7,759,0.050317727,3,,0.050317727
scp53.txt,8,752,0.05069485,3,,0.05069485
scp53.txt,9,752,0.050095513,3,,0.050095513
scp53.txt,10,760,0.049851997,3,,0.049851997
scp53.txt,11,756,0.049447974,3,,0.049447974
scp53.txt,12,757,0.049272311,3,,0.049272311
scp53.txt,13,769,0.049547989,3,,0.049547989
scp53.txt,14,768,0.049829612,3,,0.049829612
scp53.txt,15,772,0.050040951,3,,0.050040951
scp53.txt,16,780,0.050260993,3,,0.050260993
scp53.txt,17,787,0.049994739,3,,0.049994739
scp53.txt,18,785,0.049828441,3,,0.049828441
scp53.txt,19,802,0.050307472,3,,0.050307472
scp53.txt,20,794,0.05073649,3,,0.05073649
scp53.txt,5,759,0.046274069,4,,0.046274069
scp53.txt,6,755,0.046075912,4,,0.046075912
scp53.txt,7,750,0.046314787,4,,0.046314787
scp53.txt,8,747,0.046616486,4,,0.046616486
scp53.txt,9,750,0.046137017,4,,0.046137017
scp53.txt,10,760,0.045942204,4,,0.045942204
scp53.txt,11,763,0.045618986,4,,0.045618986
scp53.txt,12,777,0.045478455,4,,0.045478455
scp53.txt,13,767,0.045698997,4,,0.045698997
scp53.txt,14,768,0.045924296,4,,0.045924296
scp53.txt,15,766,0.046093367,4,,0.046093367
scp53.txt,16,789,0.046269401,4,,0.046269401
scp53.txt,17,786,0.046056398,4,,0.046056398
scp53.txt,18,787,0.045923358,4,,0.045923358
scp53.txt,19,791,0.046306583,4,,0.046306583
scp53.txt,20,804,0.046649798,4,,0.046649798
scp53.txt,5,770,0.04361223,5,,0.04361223
scp53.txt,6,755,0.043447098,5,,0.043447098
scp53.txt,7,764,0.043646161,5,,0.043646161
scp53.txt,8,750,0.043897577,5,,0.043897577
scp53.txt,9,758,0.043498019,5,,0.043498019
scp53.txt,10,770,0.043335675,5,,0.043335675
scp53.txt,11,772,0.043066326,5,,0.043066326
scp53.txt,12,759,0.042949218,5,,0.042949218
scp53.txt,13,763,0.043133003,5,,0.043133003
scp53.txt,14,772,0.043320751,5,,0.043320751
scp53.txt,15,764,0.043461644,5,,0.043461644
scp53.txt,16,775,0.043608339,5,,0.043608339
scp53.txt,17,777,0.043430836,5,,0.043430836
scp53.txt,18,776,0.04331997,5,,0.04331997
scp53.txt,19,793,0.043639325,5,,0.043639325
scp53.txt,20,792,0.043925337,5,,0.043925337
scp53.txt,5,747,0.041710915,6,,0.041710915
scp53.txt,6,741,0.041569374,6,,0.041569374
scp53.txt,7,746,0.04174,6,,0.04174
scp53.txt,8,756,0.041955499,6,,0.041955499
scp53.txt,9,757,0.041613021,6,,0.041613021
scp53.txt,10,752,0.041473869,6,,0.041473869
scp53.txt,11,756,0.041242998,6,,0.041242998
scp53.txt,12,756,0.04114262,6,,0.04114262
scp53.txt,13,758,0.041300149,6,,0.041300149
scp53.txt,14,771,0.041461077,6,,0.041461077
scp53.txt,15,777,0.041581842,6,,0.041581842
scp53.txt,16,775,0.041707581,6,,0.041707581
scp53.txt,17,783,0.041555436,6,,0.041555436
scp53.txt,18,810,0.041460408,6,,0.041460408
scp53.txt,19,830,0.04173414,6,,0.04173414
scp53.txt,20,800,0.041979293,6,,0.041979293
scp53.txt,5,796,0.04028493,7,,0.04028493
scp53.txt,6,768,0.040161081,7,,0.040161081
scp53.txt,7,748,0.040310378,7,,0.040310378
scp53.txt,8,755,0.04049894,7,,0.04049894
scp53.txt,9,929,0.040199272,7,,0.040199272
scp53.txt,10,932,0.040077514,7,,0.040077514
scp53.txt,11,796,0.039875502,7,,0.039875502
scp53.txt,12,776,0.039787671,7,,0.039787671
scp53.txt,13,771,0.03992551,7,,0.03992551
scp53.txt,14,770,0.040066321,7,,0.040066321
scp53.txt,15,771,0.040171991,7,,0.040171991
scp53.txt,16,778,0.040282012,7,,0.040282012
scp53.txt,17,785,0.040148885,7,,0.040148885
scp53.txt,18,796,0.040065735,7,,0.040065735
scp53.txt,19,809,0.040305251,7,,0.040305251
scp53.txt,20,818,0.04051976,7,,0.04051976
scp53.txt,5,750,0.03917583,8,,0.03917583
scp53.txt,6,748,0.039065742,8,,0.039065742
scp53.txt,7,755,0.039198451,8,,0.039198451
scp53.txt,8,774,0.039366061,8,,0.039366061
scp53.txt,9,805,0.039099689,8,,0.039099689
scp53.txt,10,764,0.03899146,8,,0.03899146
scp53.txt,11,767,0.038811894,8,,0.038811894
scp53.txt,12,773,0.038733822,8,,0.038733822
scp53.txt,13,784,0.038856345,8,,0.038856345
scp53.txt,14,776,0.038981511,8,,0.038981511
scp53.txt,15,770,0.03907544,8,,0.03907544
scp53.txt,16,772,0.039173236,8,,0.039173236
scp53.txt,17,788,0.039054901,8,,0.039054901
scp53.txt,18,801,0.03898099,8,,0.03898099
scp53.txt,19,806,0.039193893,8,,0.039193893
scp53.txt,20,797,0.039384568,8,,0.039384568
scp53.txt,5,757,0.03828855,9,,0.03828855
scp53.txt,6,749,0.038189471,9,,0.038189471
scp53.txt,7,750,0.038308909,9,,0.038308909
scp53.txt,8,755,0.038459758,9,,0.038459758
scp53.txt,9,755,0.038220024,9,,0.038220024
scp53.txt,10,757,0.038122617,9,,0.038122617
scp53.txt,11,785,0.037961008,9,,0.037961008
scp53.txt,12,768,0.037890743,9,,0.037890743
scp53.txt,13,767,0.038001014,9,,0.038001014
scp53.txt,14,765,0.038113663,9,,0.038113663
scp53.txt,15,772,0.038198199,9,,0.038198199
scp53.txt,16,778,0.038286215,9,,0.038286215
scp53.txt,17,783,0.038179714,9,,0.038179714
scp53.txt,18,785,0.038113194,9,,0.038113194
scp53.txt,19,796,0.038304807,9,,0.038304807
scp53.txt,20,800,0.038476414,9,,0.038476414
scp53.txt,5,747,0.037562594,10,,0.037562594
scp53.txt,6,745,0.037472522,10,,0.037472522
scp53.txt,7,761,0.037581102,10,,0.037581102
scp53.txt,8,757,0.037718237,10,,0.037718237
scp53.txt,9,752,0.037500297,10,,0.037500297
scp53.txt,10,753,0.037411746,10,,0.037411746
scp53.txt,11,759,0.037264828,10,,0.037264828
scp53.txt,12,767,0.037200951,10,,0.037200951
scp53.txt,13,762,0.037301197,10,,0.037301197
scp53.txt,14,766,0.037403605,10,,0.037403605
scp53.txt,15,770,0.037480456,10,,0.037480456
scp53.txt,16,784,0.037560471,10,,0.037560471
scp53.txt,17,788,0.037463652,10,,0.037463652
scp53.txt,18,787,0.037403179,10,,0.037403179
scp53.txt,19,804,0.037577373,10,,0.037577373
scp53.txt,20,797,0.037733379,10,,0.037733379
